date,time,site,ipa,station,observer,tide,water_level,secchi_m,depth_m,species,tax_group,org_type,length_mm,fish_notes,transect_notes
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-07-19T00:00:00Z,1899-12-30T11:41:00Z,DOK,Natural,0,GS/OS,NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T11:56:00Z,DOK,Armored,2,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
2018-08-03T00:00:00Z,1899-12-30T12:08:00Z,DOK,Armored,1,"OS, GS",NA,NA,NA,NA,Ctenophore,Jellyfish,Pelagic invertebrate,NA,NA,
